AB,2.8486541272364527
AG,1.270436085830288
AR,2.378055387008979
B,15.906584294560883
BC,2.9284068924158477
BH,2.9122091770978495
BN,1.0394902316871533
BR,0.8259751444054084
BT,1.5188522792231252
BV,3.356458560937902
BZ,1.045274824791037
CJ,5.72188583711798
CL,0.7687517649457366
CS,1.0276983583666996
CT,2.3781967777589528
CV,0.8429852288269594
DB,2.1950406339718715
DJ,3.2349256425713375
GJ,0.7581842710551693
GL,1.6423908273170007
GR,0.5821552606543615
HD,1.6451077137917063
HR,2.0310251727719257
IF,2.622705905918617
IL,0.7514480911568107
IS,4.891808597959062
MH,0.6522485872606515
MM,2.4144053714042326
MS,3.1934899989466783
NT,2.204864010846891
OT,1.7514111930939047
PH,3.519589785500659
SB,2.517236091245766
SJ,1.735362376198545
SM,0.9601176069606489
SV,2.4805556055554554
TL,0.4450955188975604
TM,4.968669928586547
TR,1.5213179312378493
VL,2.3908130593185075
VN,0.598020730778356
VS,1.5220951147886328
